专题,实体名,出现次数,最高优先级,年份,来源媒体,代表候选标题,溯源状态,PMID,DOI,期刊年卷期,官方链接,剔除原因/备注
T4B_临床治愈,【期刊导读】HBeAg阳性初治慢乙肝采用TDF序贯联合聚乙二醇干扰素α治疗的HBsAg清除率更高,1,1,2021,雨露肝霖,【期刊导读】HBeAg阳性初治慢乙肝采用TDF序贯联合聚乙二醇干扰素α治疗的HBsAg清除率更高,待核实,,,,,
T4B_临床治愈,【期刊导读】新发现：干扰素α治疗的慢乙肝患者甲状腺功能异常与HBsAg清除相关,1,1,2021,雨露肝霖,【期刊导读】新发现：干扰素α治疗的慢乙肝患者甲状腺功能异常与HBsAg清除相关,待核实,,,,,
T4B_临床治愈,【期刊导读】最新证据：干扰素α预防慢乙肝患者远期不良结局显著优于核苷类药物,1,1,2021,雨露肝霖,【期刊导读】最新证据：干扰素α预防慢乙肝患者远期不良结局显著优于核苷类药物,待核实,,,,,
T4B_临床治愈,【期刊导读】最新证据：核苷经治患者加用聚乙二醇干扰素α-2b治疗的HBsAg清除率达50%以上,1,1,2021,雨露肝霖,【期刊导读】最新证据：核苷经治患者加用聚乙二醇干扰素α-2b治疗的HBsAg清除率达50%以上,待核实,,,,,
T4B_临床治愈,【期刊导读】极具成本效益的抗病毒治疗方案：核苷联合聚乙二醇干扰素α长疗程治疗,1,1,2021,雨露肝霖,【期刊导读】极具成本效益的抗病毒治疗方案：核苷联合聚乙二醇干扰素α长疗程治疗,待核实,,,,,
T4B_临床治愈,【期刊导读】真实世界研究：基于聚乙二醇干扰素α治疗中国初治慢乙肝患者的HBsAg清除率显著高于替诺福韦酯单药,1,1,2021,雨露肝霖,【期刊导读】真实世界研究：基于聚乙二醇干扰素α治疗中国初治慢乙肝患者的HBsAg清除率显著高于替诺福韦酯单药,待核实,,,,,
T4B_临床治愈,【期刊导读】聚乙二醇干扰素α治疗慢乙肝有利于重塑B细胞亚群，且与HBsAg清除有关,1,1,2021,雨露肝霖,【期刊导读】聚乙二醇干扰素α治疗慢乙肝有利于重塑B细胞亚群，且与HBsAg清除有关,待核实,,,,,
T4B_临床治愈,【病毒性肝炎】血清RANTES早期下降可预测联合聚乙二醇干扰素α治疗核苷（酸）类似物经治慢性乙型肝炎患者的HBsAg清除,1,1,2021,中华肝脏病杂志,【病毒性肝炎】血清RANTES早期下降可预测联合聚乙二醇干扰素α治疗核苷（酸）类似物经治慢性乙型肝炎患者的HBsAg清除,待核实,,,,,
T4B_临床治愈,中国慢性乙型肝炎低病毒血症治疗研究（未名）项目启动培训会在杭州召开,1,1,2021,雨露肝霖,中国慢性乙型肝炎低病毒血症治疗研究（未名）项目启动培训会在杭州召开,待核实,,,,,
T4B_临床治愈,HepatolInt：聚乙二醇干扰素序贯核苷类似物治疗HBeAg阳性慢性乙型肝炎患者的疗效评价,1,1,2021,临床肝胆病杂志,外刊精读｜Hepatol Int：聚乙二醇干扰素序贯核苷类似物治疗HBeAg阳性慢性乙型肝炎患者的疗效评价,待核实,,,,,
T4B_临床治愈,南月敏教授：慢乙肝核苷酸类似物真实世界研究,1,1,2020,肝胆相照平台,「转」EASL直通车 ｜ 南月敏教授：慢乙肝核苷酸类似物真实世界研究,待核实,,,,,
T4B_临床治愈,南月敏教授：慢乙肝核苷（酸）类似物真实世界研究,1,1,2020,中华肝脏病杂志,「转」EASL直通车 ｜ 南月敏教授：慢乙肝核苷（酸）类似物真实世界研究,待核实,,,,,
T4B_临床治愈,【AASLD2020速递】核苷治疗慢乙肝患者的国际多中心真实世界长期随访研究：10年累积HBsAg清除率仅为2.19%,1,1,2020,雨露肝霖,【AASLD2020速递】核苷治疗慢乙肝患者的国际多中心真实世界长期随访研究：10年累积HBsAg清除率仅为2.19%,待核实,,,,,
T4B_临床治愈,【临床治愈集结号】HBV相关肝癌患者肝癌术后长效干扰素α联合NA治疗获得临床治愈，安全停药且肝癌未复发,1,1,2020,雨露肝霖,【临床治愈集结号】HBV相关肝癌患者肝癌术后长效干扰素α联合NA治疗获得临床治愈，安全停药且肝癌未复发,待核实,,,,,
T4B_临床治愈,【临床治愈集结号】HBeAg阴性初治慢乙肝患者经聚乙二醇干扰素α和替诺福韦酯联合治疗获得临床治愈,1,1,2020,雨露肝霖,【临床治愈集结号】HBeAg阴性初治慢乙肝患者经聚乙二醇干扰素α和替诺福韦酯联合治疗获得临床治愈,待核实,,,,,
T4B_临床治愈,【临床治愈集结号】HBeAg阴性慢乙肝肝硬化患者核苷治疗后适时联合聚乙二醇干扰素α获得临床治愈，安全停药,1,1,2020,雨露肝霖,【临床治愈集结号】HBeAg阴性慢乙肝肝硬化患者核苷治疗后适时联合聚乙二醇干扰素α获得临床治愈，安全停药,待核实,,,,,
T4B_临床治愈,【临床治愈集结号】两例低龄儿童慢乙肝患者经短期聚乙二醇干扰素α联合核苷治疗喜获临床治愈,1,1,2020,雨露肝霖,【临床治愈集结号】两例低龄儿童慢乙肝患者经短期聚乙二醇干扰素α联合核苷治疗喜获临床治愈,待核实,,,,,
T4B_临床治愈,【临床治愈集结号】低龄儿童慢乙肝患者经低剂量聚乙二醇干扰素α治疗获得HBsAg清除,1,1,2020,雨露肝霖,【临床治愈集结号】低龄儿童慢乙肝患者经低剂量聚乙二醇干扰素α治疗获得HBsAg清除,待核实,,,,,
T4B_临床治愈,【临床治愈集结号】基于聚乙二醇干扰素α阶段性使用的脉冲治疗策略助力核苷经治复发患者成功实现临床治愈,1,1,2020,雨露肝霖,【临床治愈集结号】基于聚乙二醇干扰素α阶段性使用的脉冲治疗策略助力核苷经治复发患者成功实现临床治愈,待核实,,,,,
T4B_临床治愈,【临床治愈集结号】多种核苷治疗疗效不佳的慢乙肝患者联合聚乙二醇干扰素α治疗迎来临床治愈,1,1,2020,雨露肝霖,【临床治愈集结号】多种核苷治疗疗效不佳的慢乙肝患者联合聚乙二醇干扰素α治疗迎来临床治愈,待核实,,,,,
T4B_临床治愈,【临床治愈集结号】慢乙肝代偿期肝硬化患者经低剂量聚乙二醇干扰素α与恩替卡韦联合治疗获得临床治愈,1,1,2020,雨露肝霖,【临床治愈集结号】慢乙肝代偿期肝硬化患者经低剂量聚乙二醇干扰素α与恩替卡韦联合治疗获得临床治愈,待核实,,,,,
T4B_临床治愈,【临床治愈集结号】慢乙肝母子同治，长期核苷治疗后适时加用聚乙二醇干扰素α双双获得临床治愈,1,1,2020,雨露肝霖,【临床治愈集结号】慢乙肝母子同治，长期核苷治疗后适时加用聚乙二醇干扰素α双双获得临床治愈,待核实,,,,,
T4B_临床治愈,【临床治愈集结号】抓住时机启用聚乙二醇干扰素α助力慢乙肝优势患者获得HBsAg血清学转换,1,1,2020,雨露肝霖,【临床治愈集结号】抓住时机启用聚乙二醇干扰素α助力慢乙肝优势患者获得HBsAg血清学转换,待核实,,,,,
T4B_临床治愈,【临床治愈集结号】核苷耐药挽救治疗后应答不佳的慢乙肝患者加用聚乙二醇干扰素α治疗，定目标不定疗程，终获临床治愈,1,1,2020,雨露肝霖,【临床治愈集结号】核苷耐药挽救治疗后应答不佳的慢乙肝患者加用聚乙二醇干扰素α治疗，定目标不定疗程，终获临床治愈,待核实,,,,,
T4B_临床治愈,【临床治愈集结号】长期核苷经治慢乙肝患者适时联合聚乙二醇干扰素α治疗并适当延长疗程终获临床治愈,1,1,2020,雨露肝霖,【临床治愈集结号】长期核苷经治慢乙肝患者适时联合聚乙二醇干扰素α治疗并适当延长疗程终获临床治愈,待核实,,,,,
T4B_临床治愈,【临床治愈集结号】非活动性HBsAg携带者经聚乙二醇干扰素α治疗获得临床治愈,1,1,2020,雨露肝霖,【临床治愈集结号】非活动性HBsAg携带者经聚乙二醇干扰素α治疗获得临床治愈,待核实,,,,,
T4B_临床治愈,【期刊导读】临床治愈率35.7%及显著肝组织学改善——初始联合干扰素α和核苷治疗具有进展期肝纤维化的儿童慢乙肝患者,1,1,2020,雨露肝霖,【期刊导读】临床治愈率35.7%及显著肝组织学改善——初始联合干扰素α和核苷治疗具有进展期肝纤维化的儿童慢乙肝患者,待核实,,,,,
T4B_临床治愈,【期刊导读】基于个体化治疗应答，适当延长聚乙二醇干扰素α和核苷联合治疗疗程可帮助更多慢乙肝患者获得临床治愈,1,1,2020,雨露肝霖,【期刊导读】基于个体化治疗应答，适当延长聚乙二醇干扰素α和核苷联合治疗疗程可帮助更多慢乙肝患者获得临床治愈,待核实,,,,,
T4C_干扰素,【共识】慢性乙型肝炎临床治愈（功能性治愈）专家共识,1,0,2019,中华肝脏病杂志,「转」【共识】慢性乙型肝炎临床治愈（功能性治愈）专家共识,待核实,,,,,
T4C_干扰素,中文版来了！慢性乙型肝炎临床治愈（功能性治愈）专家共识,1,0,2019,雨露肝霖,中文版来了！慢性乙型肝炎临床治愈（功能性治愈）专家共识,待核实,,,,,
T4C_干扰素,聚乙二醇干扰素α治疗慢性乙型肝炎专家共识,1,0,2018,中华肝脏病杂志,J Clin Transl Hepatol：中华肝脏病杂志编辑部组织撰写的聚乙二醇干扰素α治疗慢性乙型肝炎专家共识（英文版）发表,已锁定,,10.3760/cma.j.issn.1007-3418.2017.09.007,"中华肝脏病杂志 2017,25(9):678-686",https://doi.org/10.3760/cma.j.issn.1007-3418.2017.09.007,
T4C_干扰素,APASL2025丨容愈项目3年阶段性数据：聚乙二醇干扰素α-2b治疗非活动性慢性乙型肝炎的48周HBsAg清除率超50%,1,1,2025,雨露肝霖,APASL2025丨容愈项目3年阶段性数据：聚乙二醇干扰素α-2b治疗非活动性慢性乙型肝炎的48周HBsAg清除率超50%,待核实,,,,,
T4C_干扰素,EASL2025丨基线HBsAg、HBVRNA和HBcrAg可预测PEGIFNα治疗核苷经治慢乙肝患者48周HBsAg清除,1,1,2025,雨露肝霖,EASL2025丨基线HBsAg、HBV RNA和HBcrAg可预测PEG IFNα治疗核苷经治慢乙肝患者48周HBsAg清除,待核实,,,,,
T4C_干扰素,EASL2025丨新建列线图模型可预测慢乙肝患者Peg-IFNα停药后96周时的HBsAg清除,1,1,2025,雨露肝霖,EASL2025丨新建列线图模型可预测慢乙肝患者Peg-IFNα停药后96周时的HBsAg清除,待核实,,,,,
T4C_干扰素,TMF治疗慢性乙型肝炎的疗效与安全性：一项真实世界的多中心研究,1,1,2025,中华肝脏病杂志,「转」JCTH｜TMF治疗慢性乙型肝炎的疗效与安全性：一项真实世界的多中心研究,待核实,,,,,
T4C_干扰素,【EASL2025速递】容愈项目成果获邀口头报告：聚乙二醇干扰素α-2b治疗非活动性慢性乙型肝炎的48周HBsAg清除率超50%,1,1,2025,雨露肝霖,【EASL2025速递】容愈项目成果获邀口头报告：聚乙二醇干扰素α-2b治疗非活动性慢性乙型肝炎的48周HBsAg清除率超50%,待核实,,,,,
T4C_干扰素,【愈见乙肝2024】淋巴瘤完全缓解后新发HBV感染的青少年经基于聚乙二醇干扰素α的治疗获持久临床治愈且淋巴瘤无复发,1,1,2025,雨露肝霖,【愈见乙肝2024】淋巴瘤完全缓解后新发HBV感染的青少年经基于聚乙二醇干扰素α的治疗获持久临床治愈且淋巴瘤无复发,待核实,,,,,
T4C_干扰素,【期刊导读】党双锁教授团队：巩固治疗&lt;12周和HBsAb消失是HBsAg清除后复发的高危因素,1,1,2025,雨露肝霖,【期刊导读】党双锁教授团队：巩固治疗&lt; 12周和HBsAb消失是HBsAg清除后复发的高危因素,待核实,,,,,
T4C_干扰素,【期刊导读】再次证实：聚乙二醇干扰素α-2b治疗代偿期乙肝肝硬化的安全性良好,1,1,2025,雨露肝霖,【期刊导读】再次证实：聚乙二醇干扰素α-2b治疗代偿期乙肝肝硬化的安全性良好,待核实,,,,,
T4C_干扰素,【期刊导读】再添新证：巩固治疗&gt;12周、停药时HBsAb阳性可增加HBsAg清除的持久性,1,1,2025,雨露肝霖,【期刊导读】再添新证：巩固治疗&gt; 12周、停药时HBsAb阳性可增加HBsAg清除的持久性,待核实,,,,,
T4C_干扰素,APASL2024丨张鸿飞教授团队：儿童慢性乙型肝炎可实现临床治愈——病例分享,1,1,2024,雨露肝霖,「转」APASL2024丨张鸿飞教授团队：儿童慢性乙型肝炎可实现临床治愈——病例分享,待核实,,,,,
T4C_干扰素,【AASLD2024速递】RCT研究：非活动性HBsAg携带状态人群基于聚乙二醇干扰素α治疗48周的HBsAg清除率近40%,1,1,2024,雨露肝霖,【AASLD2024速递】RCT研究：非活动性HBsAg携带状态人群基于聚乙二醇干扰素α治疗48周的HBsAg清除率近40%,待核实,,,,,
T4C_干扰素,【AASLD2024速递】乙肝新药XalnesiranII期研究48周随访结果公布：获得HBsAg清除后再停用NA更安全,1,1,2024,雨露肝霖,【AASLD2024速递】乙肝新药Xalnesiran II期研究48周随访结果公布：获得HBsAg清除后再停用NA更安全,待核实,,,,,
T4C_干扰素,【临床治愈集结号】HBsAg、HBeAg及HBVDNA高水平的免疫活动期低龄慢乙肝儿童经基于聚乙二醇干扰素α的治疗夺金,1,1,2024,雨露肝霖,【临床治愈集结号】HBsAg、HBeAg及HBV DNA高水平的免疫活动期低龄慢乙肝儿童经基于聚乙二醇干扰素α的治疗夺金,待核实,,,,,
T4C_干扰素,【临床治愈集结号】HBsAg高水平的HBeAg阳性慢乙肝母女经基于聚乙二醇干扰素α的治疗同获HBsAg血清学转换,1,1,2024,雨露肝霖,【临床治愈集结号】HBsAg高水平的HBeAg阳性慢乙肝母女经基于聚乙二醇干扰素α的治疗同获HBsAg血清学转换,待核实,,,,,
T4C_干扰素,【新药进展】Xalnesiran联合治疗II期结果发表NEJM：联用聚乙二醇干扰素α组的HBsAg清除率及血清学转换率均最高,1,1,2024,雨露肝霖,【新药进展】Xalnesiran联合治疗II期结果发表NEJM：联用聚乙二醇干扰素α组的HBsAg清除率及血清学转换率均最高,待核实,,,,,
T4C_干扰素,【期刊导读】HBeAg阳性慢乙肝患者核苷停药后病毒学复发率达68%，停药时HBsAg水平与病毒复发及HBsAg清除相关,1,1,2024,雨露肝霖,【期刊导读】HBeAg阳性慢乙肝患者核苷停药后病毒学复发率达68%，停药时HBsAg水平与病毒复发及HBsAg清除相关,待核实,,,,,
T4C_干扰素,【期刊导读】IL-6基因多态性可预测聚乙二醇干扰素α的治疗应答,1,1,2024,雨露肝霖,【期刊导读】IL-6基因多态性可预测聚乙二醇干扰素α的治疗应答,待核实,,,,,
T4C_干扰素,【期刊导读】基线HBcrAg水平可预测聚乙二醇干扰素α的治疗疗效,1,1,2024,雨露肝霖,【期刊导读】基线HBcrAg水平可预测聚乙二醇干扰素α的治疗疗效,待核实,,,,,
T4C_干扰素,【期刊导读】慢性HBV感染女性产后采用基于聚乙二醇干扰素α-2b治疗48周的HBsAg清除率达50%,1,1,2024,雨露肝霖,【期刊导读】慢性HBV感染女性产后采用基于聚乙二醇干扰素α-2b治疗48周的HBsAg清除率达50%,待核实,,,,,
T4C_干扰素,【期刊导读】提高临床治愈率新探索：TRIM22基因多态性或可提高HBeAg阳性慢乙肝患者对聚乙二醇干扰素α的治疗应答,1,1,2024,雨露肝霖,【期刊导读】提高临床治愈率新探索：TRIM22基因多态性或可提高HBeAg阳性慢乙肝患者对聚乙二醇干扰素α的治疗应答,待核实,,,,,
T4C_干扰素,【期刊导读】聚乙二醇干扰素α-2b联合TAF治疗慢乙肝儿童疗效和安全性良好,1,1,2024,雨露肝霖,【期刊导读】聚乙二醇干扰素α-2b联合TAF治疗慢乙肝儿童疗效和安全性良好,待核实,,,,,
T4C_干扰素,【期刊导读】聚乙二醇干扰素α-2b联合恩替卡韦治疗有利于慢乙肝儿童实现临床治愈,1,1,2024,雨露肝霖,【期刊导读】聚乙二醇干扰素α-2b联合恩替卡韦治疗有利于慢乙肝儿童实现临床治愈,待核实,,,,,
T4C_干扰素,【期刊导读】荟萃分析：儿童和青少年隐匿性HBV感染的全球流行率为7.5%,1,1,2024,雨露肝霖,【期刊导读】荟萃分析：儿童和青少年隐匿性HBV感染的全球流行率为7.5%,待核实,,,,,
T4C_干扰素,【期刊导读】荟萃分析：基线HBsAg水平可预测聚乙二醇干扰素α治疗慢乙肝患者的临床治愈率,1,1,2024,雨露肝霖,【期刊导读】荟萃分析：基线HBsAg水平可预测聚乙二醇干扰素α治疗慢乙肝患者的临床治愈率,待核实,,,,,
T4C_干扰素,慢性乙型肝炎临床治愈的中国实践、治疗策略和展望,1,1,2024,中华肝脏病杂志,专家论坛 ｜  慢性乙型肝炎临床治愈的中国实践、治疗策略和展望,待核实,,,,,
T4C_干扰素,NEJM：Xalnesiran联合或不联合免疫调节剂用于慢性乙型肝炎治疗,1,1,2024,临床肝胆病杂志,学术前沿｜NEJM：Xalnesiran联合或不联合免疫调节剂用于慢性乙型肝炎治疗,待核实,,,,,
T4C_干扰素,全国多中心项目：干扰素治疗代偿期乙肝肝硬化安全性研究招募,1,1,2023,雨露肝霖,「转」全国多中心项目：干扰素治疗代偿期乙肝肝硬化安全性研究招募,待核实,,,,,
T4C_干扰素,【临床治愈集结号】免疫耐受期的低龄慢乙肝儿童经联合抗病毒治疗36周获得HBsAg和HBeAg血清学转换,1,1,2023,雨露肝霖,【临床治愈集结号】免疫耐受期的低龄慢乙肝儿童经联合抗病毒治疗36周获得HBsAg和HBeAg血清学转换,待核实,,,,,
T4C_干扰素,【愈见乙肝2023】HBeAg阴性初治慢乙肝患者HBsAg仍阳性时停药，HBVDNA复阳后再治疗获HBsAg血清学转换,1,1,2023,雨露肝霖,【愈见乙肝2023】HBeAg阴性初治慢乙肝患者HBsAg仍阳性时停药，HBV DNA复阳后再治疗获HBsAg血清学转换,待核实,,,,,
T4C_干扰素,【愈见乙肝2023】低龄初治慢乙肝儿童经聚乙二醇干扰素α间歇治疗获临床治愈,1,1,2023,雨露肝霖,【愈见乙肝2023】低龄初治慢乙肝儿童经聚乙二醇干扰素α间歇治疗获临床治愈,待核实,,,,,
T4C_干扰素,【期刊导读】疗效预测新指标TRIM38：聚乙二醇干扰素α可诱导其表达，提升抗病毒疗效,1,1,2023,雨露肝霖,【期刊导读】疗效预测新指标TRIM38：聚乙二醇干扰素α可诱导其表达，提升抗病毒疗效,待核实,,,,,
T4C_干扰素,【期刊导读】胡鹏教授团队：pgRNA下降可预测慢乙肝孕妇产后停药后的HBsAg下降,1,1,2023,雨露肝霖,【期刊导读】胡鹏教授团队：pgRNA下降可预测慢乙肝孕妇产后停药后的HBsAg下降,待核实,,,,,
T4C_干扰素,【期刊导读】荟萃分析：免疫耐受期儿童接受抗病毒治疗的疗效和安全性良好,1,1,2023,雨露肝霖,【期刊导读】荟萃分析：免疫耐受期儿童接受抗病毒治疗的疗效和安全性良好,待核实,,,,,
T4C_干扰素,常楚笛南月敏：慢性乙型肝炎一线抗病毒药物治疗效果及其安全性的真实世界研究,1,1,2023,中华肝脏病杂志,病毒性肝炎 ｜ 常楚笛南月敏：慢性乙型肝炎一线抗病毒药物治疗效果及其安全性的真实世界研究,待核实,,,,,
T4C_干扰素,许红梅：基于真实世界的聚乙二醇干扰素α-2a和恩替卡韦单药治疗HBeAg阳性慢性乙型肝炎儿童的效果及其影响因素,1,1,2023,中华肝脏病杂志,病毒性肝炎 ｜ 许红梅：基于真实世界的聚乙二醇干扰素α-2a和恩替卡韦单药治疗HBeAg阳性慢性乙型肝炎儿童的效果及其影响因素,待核实,,,,,
T4C_干扰素,宿主基因多态预测干扰素治疗慢性乙型肝炎患者的应答,1,1,2022,中华肝脏病杂志,「转」JCTH ｜ 宿主基因多态预测干扰素治疗慢性乙型肝炎患者的应答,待核实,,,,,
T4C_干扰素,【期刊导读】HBsAg清除持久性佳再添新证据，巩固治疗12-24周和高水平HBsAb可增加其持久性,1,1,2022,雨露肝霖,【期刊导读】HBsAg清除持久性佳再添新证据，巩固治疗12 - 24周和高水平HBsAb可增加其持久性,待核实,,,,,
T4C_干扰素,【期刊导读】新证据：再治疗临床治愈率超80%——临床治愈后复发的慢乙肝患者经聚乙二醇干扰素α再治疗，疗效依然显著,1,1,2022,雨露肝霖,【期刊导读】新证据：再治疗临床治愈率超80%——临床治愈后复发的慢乙肝患者经聚乙二醇干扰素α再治疗，疗效依然显著,待核实,,,,,
T4C_干扰素,【期刊导读】新证据：干扰素α巩固治疗≥12-24周可提高慢乙肝患者临床治愈的持久性,1,1,2022,雨露肝霖,【期刊导读】新证据：干扰素α巩固治疗≥12-24周可提高慢乙肝患者临床治愈的持久性,待核实,,,,,
T4C_干扰素,【期刊导读】新证据：首次干扰素α治疗应答不佳的慢乙肝患者再次启用聚乙二醇干扰素α-2b治疗，同样可获得较高的临床治愈率,1,1,2022,雨露肝霖,【期刊导读】新证据：首次干扰素α治疗应答不佳的慢乙肝患者再次启用聚乙二醇干扰素α-2b治疗，同样可获得较高的临床治愈率,待核实,,,,,
T4C_干扰素,【期刊导读】聚乙二醇干扰素α治疗初治慢乙肝儿童和青少年可获得更高的HBsAg和HBeAg清除率,1,1,2022,雨露肝霖,【期刊导读】聚乙二醇干扰素α治疗初治慢乙肝儿童和青少年可获得更高的HBsAg和HBeAg清除率,待核实,,,,,
T4C_干扰素,【期刊导读】铁调素与聚乙二醇干扰素α治疗慢乙肝患者的疗效有关,1,1,2022,雨露肝霖,【期刊导读】铁调素与聚乙二醇干扰素α治疗慢乙肝患者的疗效有关,待核实,,,,,
T4C_干扰素,干扰素抗HBV治疗实现临床治愈：可行、可预测,1,1,2022,肝胆相照平台,干扰素抗HBV治疗实现临床治愈：可行、可预测！,待核实,,,,,
T4C_干扰素,病毒性肝炎：乙肝干扰素治疗停药时机及临床治愈后复发,1,1,2022,肝胆相照平台,病毒性肝炎：乙肝干扰素治疗停药时机及临床治愈后复发,待核实,,,,,
T4C_干扰素,儿童慢性乙型肝炎患者基于干扰素治疗策略的临床治愈之路,1,1,2021,雨露肝霖,「转」述评 ｜ 儿童慢性乙型肝炎患者基于干扰素治疗策略的临床治愈之路,待核实,,,,,
T4C_干扰素,【EASL2021速递】复发患者经聚乙二醇干扰素α再治疗，HBsAg清除率仍较高,1,1,2021,雨露肝霖,【EASL2021速递】复发患者经聚乙二醇干扰素α再治疗，HBsAg清除率仍较高,待核实,,,,,
T4C_干扰素,【临床治愈集结号】非活动性HBsAg携带者经聚乙二醇干扰素α治疗12周喜获临床治愈,1,1,2021,雨露肝霖,【临床治愈集结号】非活动性HBsAg携带者经聚乙二醇干扰素α治疗12周喜获临床治愈,待核实,,,,,
T4C_干扰素,【期刊导读】24周预测优于12周——基于聚乙二醇干扰素α治疗时不同时间节点HBsAg下降预测HBsAg清除的价值,1,1,2021,雨露肝霖,【期刊导读】24周预测优于12周——基于聚乙二醇干扰素α治疗时不同时间节点HBsAg下降预测HBsAg清除的价值,待核实,,,,,
T4C_干扰素,【期刊导读】HBVRNA与聚乙二醇干扰素α治疗的慢乙肝患者肝内cccDNA显著相关,1,1,2021,雨露肝霖,【期刊导读】HBV RNA与聚乙二醇干扰素α治疗的慢乙肝患者肝内cccDNA显著相关,待核实,,,,,
T4C_干扰素,【期刊导读】前瞻性研究：基于干扰素α治疗获得临床治愈的慢乙肝患者复发率和肝癌发生风险低，停药后肝脏病理学状态仍可改善,1,1,2021,雨露肝霖,【期刊导读】前瞻性研究：基于干扰素α治疗获得临床治愈的慢乙肝患者复发率和肝癌发生风险低，停药后肝脏病理学状态仍可改善,待核实,,,,,
T4C_干扰素,【期刊导读】日本研究：聚乙二醇干扰素α单药治疗慢乙肝中HBsAg应答的重要影响因素,1,1,2021,雨露肝霖,【期刊导读】日本研究：聚乙二醇干扰素α单药治疗慢乙肝中HBsAg应答的重要影响因素,待核实,,,,,
T4C_干扰素,【期刊导读】最新研究显示：慢乙肝患者核苷治疗难停药，长期巩固治疗是必须,1,1,2021,雨露肝霖,【期刊导读】最新研究显示：慢乙肝患者核苷治疗难停药，长期巩固治疗是必须！,待核实,,,,,
T4C_干扰素,【期刊导读】研究进展综述：鉴别最有可能对聚乙二醇干扰素α有应答的慢乙肝患者,1,1,2021,雨露肝霖,【期刊导读】研究进展综述：鉴别最有可能对聚乙二醇干扰素α有应答的慢乙肝患者,待核实,,,,,
T4C_干扰素,【期刊导读】聚乙二醇干扰素α治疗中ALT急性升高与HBsAg和HBVRNA快速下降相关,1,1,2021,雨露肝霖,【期刊导读】聚乙二醇干扰素α治疗中ALT急性升高与HBsAg和HBV RNA快速下降相关,待核实,,,,,
T4C_干扰素,【期刊导读】聚乙二醇干扰素α治疗可显著提高慢乙肝患者NK细胞的频率和功能,1,1,2021,雨露肝霖,【期刊导读】聚乙二醇干扰素α治疗可显著提高慢乙肝患者NK细胞的频率和功能,待核实,,,,,
T4C_干扰素,【期刊导读】聚乙二醇干扰素α的治疗增强慢乙肝患者NK细胞对Tregs增殖分化的抑制作用,1,1,2021,雨露肝霖,【期刊导读】聚乙二醇干扰素α的治疗增强慢乙肝患者NK细胞对Tregs增殖分化的抑制作用,待核实,,,,,
T4C_干扰素,【期刊导读】重视对慢性乙型肝炎临床治愈为终点的聚乙二醇干扰素α治疗策略的研究,1,1,2021,雨露肝霖,【期刊导读】重视对慢性乙型肝炎临床治愈为终点的聚乙二醇干扰素α治疗策略的研究,待核实,,,,,
T4C_干扰素,【期刊导读】间歇治疗病例发表：HBsAg及HBVDNA极高的慢乙肝患者采用基于聚乙二醇干扰素α的间歇治疗成功获得临床治愈,1,1,2021,雨露肝霖,【期刊导读】间歇治疗病例发表：HBsAg及HBV DNA极高的慢乙肝患者采用基于聚乙二醇干扰素α的间歇治疗成功获得临床治愈,待核实,,,,,
T4C_干扰素,【病例报道】党双锁：干扰素α治疗慢性乙型肝炎患者获得HBsAg血清学转换后HBeAg阳性4例临床分析,1,1,2021,中华肝脏病杂志,【病例报道】党双锁：干扰素α治疗慢性乙型肝炎患者获得HBsAg血清学转换后HBeAg阳性4例临床分析,待核实,,,,,
T4C_干扰素,慢性乙型肝炎临床治愈170例分析,1,1,2021,肝胆相照平台,慢性乙型肝炎临床治愈170例分析,待核实,,,,,
T4C_干扰素,【临床治愈相关争议探讨】基于聚乙二醇干扰素α治疗优势人群的优化策略关键问题,1,1,2020,雨露肝霖,【临床治愈相关争议探讨】基于聚乙二醇干扰素α治疗优势人群的优化策略关键问题,待核实,,,,,
T4C_干扰素,【临床治愈集结号】低龄高病毒载量儿童慢乙肝患者适时启用聚乙二醇干扰素α治疗获得HBsAg血清学转换,1,1,2020,雨露肝霖,【临床治愈集结号】低龄高病毒载量儿童慢乙肝患者适时启用聚乙二醇干扰素α治疗获得HBsAg血清学转换,待核实,,,,,
T4C_干扰素,【临床治愈集结号】慢乙肝代偿期肝硬化患者经聚乙二醇干扰素α治疗成功获得临床治愈，并实现肝硬化逆转,1,1,2020,雨露肝霖,【临床治愈集结号】慢乙肝代偿期肝硬化患者经聚乙二醇干扰素α治疗成功获得临床治愈，并实现肝硬化逆转,待核实,,,,,
T4C_干扰素,【临床治愈集结号】获得“银牌”停药后复发的慢乙肝患者重启聚乙二醇干扰素α治疗追求“金牌”,1,1,2020,雨露肝霖,【临床治愈集结号】获得“银牌”停药后复发的慢乙肝患者重启聚乙二醇干扰素α治疗追求“金牌”,待核实,,,,,
T4C_干扰素,【临床治愈集结号】高病毒载量的青少年初治慢乙肝患者经PEGIFNα-2b单药治疗24周喜获临床治愈,1,1,2020,雨露肝霖,【临床治愈集结号】高病毒载量的青少年初治慢乙肝患者经PEG IFNα-2b单药治疗24周喜获临床治愈,待核实,,,,,
T4C_干扰素,【期刊导读】ALT正常或轻微升高的慢乙肝患者抗病毒疗效：聚乙二醇干扰素α显著优于核苷,1,1,2020,雨露肝霖,【期刊导读】ALT正常或轻微升高的慢乙肝患者抗病毒疗效：聚乙二醇干扰素α显著优于核苷,待核实,,,,,
